strategy,ticker,weight_pct,sharpe_ratio,annual_return,annual_volatility,beta,alpha,max_drawdown,portfolio_return,portfolio_volatility,portfolio_sharpe
Conservative_Low_Vol,DOL.TO,23.1661124971482,1.0434800003487563,28.3974884628127,22.90172159967185,0.5190108892497144,22.304055864978302,-45.06687515189927,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,DFY.TO,6.1899680895254985,1.0389689980509966,28.831368598772283,23.41876287397943,0.5707386208848433,22.57912497113734,-19.7258985012005,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,BAM.TO,3.199109377115451,0.8183143467287194,28.91189662396859,29.83193038415764,1.5713935520832016,19.587509001705357,-30.460775099776864,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,WSP.TO,0.0,0.8046170718466795,23.550130306076753,23.67602052284912,0.8947905084174145,16.303004197785942,-37.109617632298374,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,TPZ.TO,6.548874749959109e-16,0.7544497319663996,22.71859755015425,24.14819275323918,0.9643243314484665,15.257993338485115,-24.752406673041378,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,STN.TO,22.83565558789294,0.6628885812682829,24.09080779962608,29.55369628202621,0.5723931417985338,17.833484572290477,-58.11121559196321,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,MRU.TO,9.533305471261615e-15,0.645286140429067,18.6240361064618,21.888020246445052,0.30308049105619733,13.193538607816366,-46.697502330234556,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,PBH.TO,9.099544660018726e-15,0.6375220621882474,20.096360834395814,24.464033104772025,0.5035688282264983,14.050337421844041,-45.43848930926339,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,X.TO,26.618351475535114,0.5995357868100536,19.347235709435633,24.764552902560215,0.6256933609711613,12.9262737059962,-59.385362080354,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,WCN.TO,0.0,0.593600289767861,18.833363933071247,24.146490795475504,0.4840489345566277,12.847269195474247,-70.06794325438044,27.830211119238708,12.274997238946469,1.900628624600903
Conservative_Low_Vol,NA.TO,17.990802972782795,0.5898033601863039,18.353665913319443,23.488618153927472,0.8226254504683858,11.32809615026605,-58.47483223803505,27.830211119238708,12.274997238946469,1.900628624600903
Risk_Parity_20,SOBO.TO,5.2123661486349,1.186416776774297,42.168410234292615,31.74972823353679,0.7937791741178238,35.23140238393738,-19.241321157725974,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,CSU.TO,3.298532232999364,1.120908335141268,33.00568734189326,25.43088176634951,0.4578235425806675,27.10010805268288,-29.32781433164137,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,DOL.TO,7.16687470016258,1.0434800003487563,28.3974884628127,22.90172159967185,0.5190108892497144,22.304055864978302,-45.06687515189927,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,DFY.TO,6.1119260524236765,1.0389689980509966,28.831368598772283,23.41876287397943,0.5707386208848433,22.57912497113734,-19.7258985012005,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,SHOP.TO,2.1967577449504527,0.9247921933602586,58.10554611081253,57.96496390830816,1.6062734944441281,48.6740724171013,-83.47057237538868,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,BAM.TO,3.2538987136751762,0.8183143467287194,28.91189662396859,29.83193038415764,1.5713935520832016,19.587509001705357,-30.460775099776864,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,WSP.TO,4.773389216185119,0.8046170718466795,23.550130306076753,23.67602052284912,0.8947905084174145,16.303004197785942,-37.109617632298374,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,TPZ.TO,5.9653634736753,0.7544497319663996,22.71859755015425,24.14819275323918,0.9643243314484665,15.257993338485115,-24.752406673041378,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,NXE.TO,2.1955539387972562,0.7500688792680343,51.1742181153846,62.22657599250393,1.5028855534713812,42.060159178822495,-80.99762459211169,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,TFPM.TO,5.79806412711634,0.7290374240425729,29.867850471920537,34.796362484731866,0.6142680565949388,23.481965675550057,-35.41853166635943,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,FSV.TO,6.238286864823221,0.7037879851158217,34.62779731968385,42.80805861544474,0.825005729214142,27.59491978366465,-42.78970312956043,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,KXS.TO,6.273348073499041,0.6979159512674435,30.380465624104946,37.082496219071906,0.8162638608356615,23.374426789023957,-47.60803335593848,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,TSU.TO,4.604348583066358,0.6930882733492928,28.02808453509631,33.946735848521506,0.8100323167815328,21.041177370730445,-40.06140920934329,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,OLA.TO,3.0246693618478164,0.6909357746341971,42.30085697862177,54.70965372814097,0.6529281769716034,35.79628046051606,-56.60639971169601,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,STN.TO,4.768476739215897,0.6628885812682829,24.09080779962608,29.55369628202621,0.5723931417985338,17.833484572290477,-58.11121559196321,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,ATD.TO,6.889483575940683,0.6608439670695246,27.78973311894688,35.24240861609722,0.3885346753234593,22.09687988624422,-63.410571418232784,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,EFR.TO,2.062832033291826,0.646909743524232,107.10243595238612,158.6039427902709,1.216049865906664,98.8690008028289,-99.5663551526649,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,MRU.TO,7.699443384004779,0.645286140429067,18.6240361064618,21.888020246445052,0.30308049105619733,13.193538607816366,-46.697502330234556,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,PBH.TO,6.049410386449982,0.6375220621882474,20.096360834395814,24.464033104772025,0.5035688282264983,14.050337421844041,-45.43848930926339,27.10936297910709,13.523325517420743,1.671878928742913
Risk_Parity_20,SVI.TO,6.416974649240233,0.6262166531394645,75.25294228594038,112.98476642425383,0.3770890306540691,69.59522870771741,-75.99999307050203,27.10936297910709,13.523325517420743,1.671878928742913
Minimum_Volatility_20,SOBO.TO,5.206169979114058,1.186416776774297,42.168410234292615,31.74972823353679,0.7937791741178238,35.23140238393738,-19.241321157725974,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,CSU.TO,3.3982244883839295e-15,1.120908335141268,33.00568734189326,25.43088176634951,0.4578235425806675,27.10010805268288,-29.32781433164137,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,DOL.TO,12.662278071235683,1.0434800003487563,28.3974884628127,22.90172159967185,0.5190108892497144,22.304055864978302,-45.06687515189927,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,DFY.TO,4.265522826020815,1.0389689980509966,28.831368598772283,23.41876287397943,0.5707386208848433,22.57912497113734,-19.7258985012005,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,SHOP.TO,4.5680730841692e-15,0.9247921933602586,58.10554611081253,57.96496390830816,1.6062734944441281,48.6740724171013,-83.47057237538868,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,BAM.TO,3.6911284815444666e-15,0.8183143467287194,28.91189662396859,29.83193038415764,1.5713935520832016,19.587509001705357,-30.460775099776864,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,WSP.TO,0.0,0.8046170718466795,23.550130306076753,23.67602052284912,0.8947905084174145,16.303004197785942,-37.109617632298374,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,TPZ.TO,10.829530196975155,0.7544497319663996,22.71859755015425,24.14819275323918,0.9643243314484665,15.257993338485115,-24.752406673041378,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,NXE.TO,0.0,0.7500688792680343,51.1742181153846,62.22657599250393,1.5028855534713812,42.060159178822495,-80.99762459211169,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,TFPM.TO,5.6938837182444395,0.7290374240425729,29.867850471920537,34.796362484731866,0.6142680565949388,23.481965675550057,-35.41853166635943,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,FSV.TO,10.471066691154702,0.7037879851158217,34.62779731968385,42.80805861544474,0.825005729214142,27.59491978366465,-42.78970312956043,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,KXS.TO,8.583826608207733,0.6979159512674435,30.380465624104946,37.082496219071906,0.8162638608356615,23.374426789023957,-47.60803335593848,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,TSU.TO,1.4126349536371956,0.6930882733492928,28.02808453509631,33.946735848521506,0.8100323167815328,21.041177370730445,-40.06140920934329,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,OLA.TO,1.473120368219247e-16,0.6909357746341971,42.30085697862177,54.70965372814097,0.6529281769716034,35.79628046051606,-56.60639971169601,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,STN.TO,0.28491329107785174,0.6628885812682829,24.09080779962608,29.55369628202621,0.5723931417985338,17.833484572290477,-58.11121559196321,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,ATD.TO,7.788891491908527,0.6608439670695246,27.78973311894688,35.24240861609722,0.3885346753234593,22.09687988624422,-63.410571418232784,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,EFR.TO,0.0,0.646909743524232,107.10243595238612,158.6039427902709,1.216049865906664,98.8690008028289,-99.5663551526649,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,MRU.TO,23.816484774418992,0.645286140429067,18.6240361064618,21.888020246445052,0.30308049105619733,13.193538607816366,-46.697502330234556,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,PBH.TO,4.999067589552703,0.6375220621882474,20.096360834395814,24.464033104772025,0.5035688282264983,14.050337421844041,-45.43848930926339,18.852886735238087,11.284515057500254,1.2719099280831245
Minimum_Volatility_20,SVI.TO,3.9857298084521298,0.6262166531394645,75.25294228594038,112.98476642425383,0.3770890306540691,69.59522870771741,-75.99999307050203,18.852886735238087,11.284515057500254,1.2719099280831245
