ticker,start_date,end_date,days_of_data,total_return,annual_return,daily_return_mean,daily_return_median,daily_volatility,annual_volatility,downside_deviation,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,ulcer_index,var_95,cvar_95,var_99,cvar_99,skewness,kurtosis,current_price,high_52w,low_52w,beta,alpha,information_ratio
ATD.TO,1996-08-06,2025-10-03,7331,53161.569023626216,27.78973311894688,0.11027671872597967,0.0,2.2200630666931724,35.24240861609722,29.144518336252368,0.6608439670695246,0.7991119582160732,-63.410571418232784,0.4382507915857757,18.524666180124978,-2.988300851227204,-5.106660840330197,-6.211490018809094,-9.060719970787986,0.2877419440278626,11.618063655185487,74.79000091552734,82.84482594422167,65.40639819469591,0.3885346753234593,22.09687988624422,0.5577058050475459
ATH.TO,2010-04-20,2025-10-03,3878,-53.66528498208959,11.842694891357924,0.046994820997452086,0.0,3.6735019275779734,58.31503524652635,38.11271198598535,0.12591426654063984,0.19265737095953578,-99.408919958107,0.11913110912329279,78.85196031595207,-5.2631529414422396,-7.772429984969883,-9.111988812147608,-12.386409861213126,0.622655630828809,7.6097282227910075,6.699999809265137,6.869999885559082,4.050000190734863,1.7650541037611116,1.9237435665791836,0.08707771904392142
ATRL.TO,2002-07-08,2025-10-03,5838,984.1883388738429,16.091312300972195,0.06385441389274679,0.014837591545724393,2.140365745950816,33.977252871042666,25.542805306168464,0.34114919016454576,0.45379950095665283,-74.02274855902414,0.21738333977346613,29.271098525347274,-2.853416067804188,-4.824499817763809,-5.856804205185975,-8.682582897570363,-0.06796525173138783,15.926739630482814,101.11000061035156,106.37999725341795,56.04461081022826,1.0733213285415073,8.296072782353747,0.29049018358658596
ATS.TO,1996-03-20,2025-10-03,7423,494.8514730623453,14.781359824393348,0.05865618977933868,0.0,2.634868978258533,41.82724832226559,29.404901900004926,0.24580531201045674,0.3496478192430775,-92.49376532419127,0.15980925603563204,59.68189422214032,-3.60858922402663,-5.779517742088068,-6.94483671951666,-9.90674645374401,0.36691305506440725,10.879623234131786,37.54999923706055,46.58000183105469,29.809999465942383,0.9501120647180308,7.364389165635078,0.18603092021948853
ATZ.TO,2016-10-03,2025-10-03,2260,367.98419840734766,26.53564831678835,0.10530019173328711,0.0,2.7190123726522155,43.16298329847265,30.993981252687004,0.5105219017047901,0.7109654012221481,-64.82008291587672,0.40937387184811574,26.73262934567334,-3.5028448007492794,-5.754691650036213,-6.160604939155859,-10.609208871609107,0.2892638552487535,14.823991127463103,82.87999725341797,90.12000274658205,36.5099983215332,1.2379932868932928,18.23484394043391,0.4418118204989678
AYA.TO,2008-07-24,2025-10-03,4315,1302.4999379118308,49.693206392722665,0.19719526346318517,0.0,5.288509905426071,83.95249209515462,52.703489394397764,0.5383188189517846,0.8574993214306335,-81.66666749450904,0.6084882353753918,44.22940034386199,-7.4074110867063165,-10.318297761232525,-12.000000476837158,-15.43648610242371,1.1951789711045346,11.62084193301792,16.829999923706055,19.559999465942383,8.520000457763672,0.6826309370103449,43.09743844285374,0.5195046573303511
BAM.TO,2022-12-01,2025-10-03,713,99.56040064717693,28.91189662396859,0.11472974850781188,0.1278829165606732,1.879234974416016,29.83193038415764,21.152745606913793,0.8183143467287194,1.1540769731561251,-30.460775099776864,0.9491517050785875,8.934301578163733,-2.9740718833223005,-4.2501584395515195,-5.440623494407106,-6.654296531612262,-0.03300663635924572,3.9436977382954383,80.66000366210938,88.19521775047392,58.27313802456069,1.5713935520832016,19.587509001705357,0.589982429299571
BB.TO,1997-12-15,2025-10-03,6985,470.9090976084558,27.989643155824208,0.11107001252311194,-0.11188384423217457,4.155043568023478,65.95927180577166,45.31781188876804,0.3561234457680714,0.5183313619262824,-98.06537677555205,0.2854181983095393,76.09345295652744,-5.321676449509515,-8.88678128389356,-10.617940399253946,-16.101431202599294,0.5369739654482649,13.067855742938647,6.28000020980835,8.859999656677246,3.119999885559082,1.4524357379788166,19.030471876198924,0.3408193752859212
BCE.TO,1996-05-06,2025-10-03,7391,1986.9901483520462,13.12270365176143,0.052074220840323135,0.05231549486014453,1.4653206331452737,23.261243917644624,19.053983672229027,0.37068970525779793,0.45254072849495125,-50.01188844958273,0.26239168442900335,18.739428917192193,-1.854631297460874,-3.2999517162197414,-3.819164720526675,-6.182049933108105,-1.3537673037484297,53.34741054700785,32.599998474121094,42.861331023425386,27.953432885265723,0.6178202676249884,6.725913094130622,0.25815917717059517
BDGI.TO,1997-06-25,2025-10-03,7104,5782.125402172101,26.12526369581536,0.10367168133260064,0.0,3.0578075366084367,48.54118979378975,35.97827929172932,0.4455033712128344,0.6010644233557487,-94.27313450462866,0.2771231044039662,42.284095007798676,-4.072578181180151,-6.96526769247414,-8.9076362579203,-11.862699103124417,0.720737762530185,10.983521636852132,61.0,61.83000183105469,33.381647564305105,0.4771034104489219,20.160492642849064,0.3940072334657666
BDT.TO,2000-11-27,2025-10-03,6242,3315.427490761173,24.306008340811832,0.09645241405084061,0.0,2.6715916532213715,42.41020271483797,39.56838089149348,0.46701046146809255,0.5005513972159973,-75.32574876800369,0.3226786157237159,32.02338018127724,-2.9050363944787883,-5.704754828845871,-6.909522103068228,-11.999201353886715,-2.006277148572882,106.91903717522679,30.299999237060547,31.63785813176959,17.238290467089698,0.5984963131104275,17.968544898816464,0.4319274451726347
BHC.TO,1996-04-03,2025-10-03,7413,31.748447193271232,15.708646367106372,0.062335898282168144,0.0,3.362014547218978,53.37032637673702,41.918123453822396,0.21001644786628063,0.26739380114317324,-98.41187344546023,0.1596214543747314,67.29648996872594,-4.611407039890049,-7.736274996823203,-9.224015116764752,-14.309059652316941,-0.8241591495154277,21.897561466328522,9.34000015258789,13.739999771118164,5.909999847412109,1.0026841122211625,8.130272516312022,0.160967289125226
BIR.TO,1996-08-08,2025-10-03,7326,463.2531479395336,230.25224092451495,0.9136993687480752,0.0,32.70766322059776,519.2180570865337,117.2437740384461,0.43479273851003747,1.9254944902275766,-99.48717954236113,2.3143910801740515,64.35235107526813,-4.8926661715662485,-15.802719581779828,-24.999978442310134,-38.86065411558193,58.29147526321182,4067.5889029651257,5.840000152587891,7.820960426786937,4.465648606640091,1.3555638577209106,221.59047922725813,0.4291504206446022
BLX.TO,1996-08-06,2025-10-03,7331,956.275318446374,15.556825825621075,0.06173343581595665,0.0,2.445185132613796,38.816110622451575,27.430799792520343,0.28485146111536774,0.4030806943017382,-73.68420673640233,0.21112836134986185,38.85974487464761,-3.460067636927207,-5.382799552756308,-6.41680588757895,-8.818046261351293,0.8722695563111624,12.016097164735692,28.239999771118164,35.83523926529781,24.00211966318199,0.4584602874576174,9.649291644780385,0.20501692430341228
BMO.TO,1995-01-12,2025-10-03,7723,4913.8535897101665,15.366724073410222,0.06097906378337389,0.058920202794254806,1.4345031162658928,22.77203100352036,17.229502569035112,0.47719608636271044,0.6307044576516047,-62.388806598560386,0.2463057864255542,14.68659609693549,-2.022905025091587,-3.295558212329794,-4.0776072786215805,-5.570153617038413,0.32324759722469754,16.77324271926764,180.02000427246094,182.8999938964844,116.79203857208216,0.8730296161054172,8.186406804560189,0.42267345378908244
BNS.TO,1995-01-12,2025-10-03,7723,4829.463612447439,15.266712557618197,0.0605821926889611,0.0667522145727295,1.42162240102682,22.567555988133,17.018223466307404,0.4770881066288171,0.6326578434543467,-52.26746058958018,0.2920882779727337,12.754446202889792,-2.091603384851861,-3.289881773813645,-3.949705790389463,-5.519099076084952,0.2077766087269891,12.364729003088769,91.02999877929688,91.4000015258789,61.65596588691305,0.8927365179062868,8.025892473928922,0.4311273454474211
BN.TO,1995-01-12,2025-10-03,7723,14974.278652925579,20.09528269407958,0.07974318529396658,0.016958386036614037,1.7191887540969182,27.29127540071653,19.58760682035601,0.5714383979896421,0.7961811178419465,-67.67422916977148,0.29694143458460964,20.39066207084554,-2.5095931067866886,-3.8548001607722844,-4.547573890190458,-6.499341892945646,0.09643200666407968,7.779544743081278,95.86000061035156,102.58999633789062,61.70511519299463,0.9487884115504687,12.68237582694709,0.54727848784801
BTE.TO,1996-03-21,2025-10-03,7422,17.41508886888028,14.2799539423611,0.05666648389825834,0.0,3.302453389604079,52.424822311648164,37.29694853474101,0.186551971205978,0.26221860840039934,-99.36037229015146,0.14371880472288168,62.71433312970973,-4.977383524912347,-7.429570092638303,-8.535942604662122,-11.964235404092493,0.31578996960381434,9.775164683927384,3.299999952316284,4.553012853317296,1.8806496831158328,1.33974915112218,5.666745501965709,0.14011715102748384
BTO.TO,2008-02-13,2025-10-03,4427,368.30596064536917,24.38177328822986,0.09675306860408674,0.0,3.5336770035940654,56.09538339082676,35.18715333629815,0.3544279776057492,0.5650293190304866,-86.74698793368454,0.28106766435359104,42.082820629491124,-5.191437507796836,-7.4903307230746075,-8.84357978953559,-11.411297478266373,0.5149448868737788,4.563861551753824,7.079999923706055,7.110000133514404,3.1046234092936635,0.7339530450894839,17.628439626934146,0.3304034618512734
BYD.TO,1999-11-16,2025-10-03,6502,30531.887076188188,39.375341137328824,0.15625135371955884,0.0,5.334901093300934,84.68892937200519,31.97249205105892,0.41180519574329666,1.0907920809436487,-86.97284444346157,0.4527314403626933,33.18503161381111,-3.6581458681373955,-6.0852757954213,-7.500044278673168,-10.295531449024509,53.098102978902766,3719.5140595364223,231.1699981689453,257.6365029817292,185.98070012785556,0.3753415890470898,33.72299243771833,0.3818949854159689
CAE.TO,1995-01-12,2025-10-03,7723,1547.9162139676014,15.058179719519735,0.059754681426665616,0.0,2.1622809746226883,34.32514634098799,25.73234514045715,0.30759314511391056,0.41030771435285374,-80.72435834189281,0.18653823986737253,30.35591120636626,-2.9529864372497965,-4.860408658534944,-5.731987482925437,-8.712890715953433,-0.04937885627520147,12.206789742849539,40.13999938964844,41.380001068115234,24.479999542236328,0.8658270304818056,7.8999753484124575,0.22936664513348878
CCA.TO,1996-08-13,2025-10-03,7323,1279.9487856042144,13.456351663243993,0.053398220885888865,0.0,1.8779124596346626,29.810936112857632,21.57556908925986,0.30043845752904974,0.4151154310781258,-85.48421830585785,0.1574132855154375,31.946441800871703,-2.6113302025075757,-4.184183900268371,-4.919091737601476,-7.283634004945745,0.53343975795477,11.562791641547697,64.58000183105469,72.32063964033027,57.45905390421604,0.46426464059915845,7.530997344720941,0.19318142292919027
CCO.TO,1995-01-12,2025-10-03,7723,3156.193534281953,19.123672587048254,0.07588758963114386,0.0,2.483304488750588,39.421236641306706,26.52088441530892,0.37095925528944845,0.5514021462499524,-83.62579965705285,0.22868149142338753,50.12446353798806,-3.6878745120197975,-5.479975712559993,-6.530574352687238,-8.594977079348382,0.19785746285667768,4.39239957398607,117.5,123.5,49.75,1.1320283092541268,11.14819481384684,0.3235281925853289
CEU.TO,2006-03-02,2025-10-03,4918,1710.3241334778272,27.54772214578255,0.10931635772135932,0.0,3.170942480791219,50.33715135518264,35.67694360530225,0.457867033101578,0.6460116763577595,-94.26713252510126,0.292230403194318,49.191264187314616,-4.548124918921225,-6.918383373120409,-7.67679341882814,-11.518328508609883,0.13816808624034282,9.95133031663211,9.479999542236328,10.028352686034252,5.527411666481737,1.067745997729301,19.769599635773925,0.4531588435059272
CG.TO,2004-06-30,2025-10-03,5338,321.2544017880322,24.882163807830064,0.09873874526916693,0.0,3.7997044832319657,60.318438709013854,44.588071621276626,0.33790933989782135,0.4571214467616506,-93.96186406512554,0.2648113046223103,52.91758642766683,-5.175994278626938,-8.606792152087126,-10.444910318659005,-15.360273896484655,0.8726318304633657,27.247631269191107,15.850000381469728,16.1299991607666,7.610089796192312,0.9854584791634331,17.35667494615839,0.30094901269315705
CIGI.TO,1996-04-25,2025-10-03,7398,16164.932249128733,23.23802919738361,0.0922144015769191,0.0,2.1658642821633487,34.38202958472989,24.49768424841673,0.5449948541055802,0.7648898160075942,-75.45226562236013,0.30798318653134077,26.256787952128672,-2.9426595010484986,-4.720549564671978,-5.555496081034331,-8.145526938601114,0.4333943670577674,11.068110659253739,216.9499969482422,236.07000732421875,146.44225312115563,0.5821099967000374,16.950873930549058,0.46704253967970943
CIX.TO,1996-04-03,2025-08-14,7459,5348.000082018974,18.52360193830879,0.07350635689805075,0.0,1.9990427853711479,31.73382042161955,23.85869056484291,0.44191344603295285,0.5877775186444363,-61.16478247058065,0.3028475078321151,24.675481397833014,-2.715149977911786,-4.506132038019109,-5.355424582393171,-7.999908500383536,0.5765464424515188,18.02703960288375,31.989999771118164,32.0,16.033004409043354,0.8676391601875202,11.35983408750504,0.4021124596812464
CJT.TO,2012-02-13,2025-10-03,3424,1352.1840723413923,25.71370893987564,0.10203852753918904,0.0,2.1903680534495304,34.77101489476854,24.282158171091357,0.610097490800228,0.8736335868667228,-69.53849553626462,0.3697766070660219,28.59527477123531,-3.001774197523194,-4.640405107213617,-5.261469435394012,-7.973846208506008,0.6027890829200994,14.72791568670215,93.4499969482422,142.84357469475293,69.09427277924506,0.9393551617463689,18.329763406797422,0.5629271533145676
CLS.TO,1998-07-09,2025-10-03,6843,2208.814124723451,24.537426678505973,0.09737074078772212,0.0459567038188613,3.211528835542235,50.981439762945634,37.24315321302158,0.39303375447371325,0.5380163855594309,-97.33593743294476,0.25209010490508643,81.53976893399283,-4.473057095265818,-7.376645171037128,-8.849821408563495,-12.441433398096507,0.3285832315286756,10.048468167611839,326.1199951171875,361.8299865722656,67.75,1.3303204942109734,15.95316547137159,0.3886870702157446
CNQ.TO,1995-01-12,2025-10-03,7723,11235.399967404817,22.552084856628603,0.08949240022471668,0.04984474380229642,2.3677563325625477,37.586966526953084,27.098747967219666,0.4802751199324294,0.6661593693725455,-76.17065349528967,0.29607314394412027,24.48547803800354,-3.4036666708521386,-5.118694767627863,-5.6776007979585,-8.713791502304987,-0.17743840003961084,12.929003323595762,44.400001525878906,49.49187786902502,34.01298108738682,1.3910568226623024,13.781355026905143,0.48301289105450873
CNR.TO,1996-11-22,2025-10-03,7252,4963.889474392927,16.58933798026289,0.06583070627088447,0.0713378073842863,1.5292587886697013,24.276230670479464,16.81893522341037,0.49799073605622984,0.7187933016969867,-37.84946105055301,0.4382978652749008,10.972137004714135,-2.2801232720879665,-3.4203574335587175,-4.051977840857901,-5.48606430921945,0.0318764303802738,4.359062506712517,134.49000549316406,156.9725025622239,126.06747790559312,0.7557602506937835,9.769053291546923,0.44930395517407723
CPX.TO,2009-08-10,2025-10-03,4054,783.8052435374733,16.23457324085811,0.06442290968594488,0.04583513947780116,1.4505295577124755,23.026442874334336,19.23143972757483,0.5096129395625264,0.6101765342109357,-47.382007703611464,0.3426316027469792,13.01041512764003,-1.84370937348164,-3.30412533283957,-3.7621651790373023,-6.603272981710264,-0.9473585428210238,28.921837235011626,68.79000091552734,71.72000122070312,40.94261652576145,0.7732823354239614,9.360493416877365,0.4280747920570959
CP.TO,2001-08-23,2025-10-03,6056,2266.7771954554187,17.005193492578734,0.06748092655785212,0.04070305474217495,1.7452870295440435,27.70557267960107,19.42563025095897,0.45136022406734067,0.6437471181642302,-62.00560661692294,0.27425251393214456,17.807831759113263,-2.486081436893024,-3.870253572119227,-4.432310190040641,-6.4234511122141305,0.1845703733931555,8.899538240005555,108.2699966430664,118.06846938414978,94.1919021598378,1.0064580569949424,9.415233128380663,0.4432773055899997
CSU.TO,2007-10-25,2025-10-03,4503,20290.44708655675,33.00568734189326,0.1309749497694177,0.019227028339308117,1.6019949708297097,25.43088176634951,17.32199298030128,1.120908335141268,1.6456355440341173,-29.32781433164137,1.1254056292317658,7.635940156289184,-2.367018002651265,-3.5240951378535668,-4.194315423633496,-5.377363449646415,0.2610838239783906,4.380040191471125,4029.530029296875,5296.809787688483,3390.010009765625,0.4578235425806675,27.10010805268288,1.0463629968074284
CS.TO,1996-08-08,2025-10-03,7326,288.3076887864333,39.40209756100146,0.15635753000397404,0.0,5.298746979564393,84.11500060909219,64.81685361051905,0.41493309526563577,0.5384725671925742,-98.00000001083721,0.4020622199657574,68.39024432493895,-6.250000388051088,-11.053485228070555,-13.291230525776717,-20.95923341748322,2.200565607248691,51.2979431614656,12.619999885559082,12.84000015258789,4.96999979019165,1.2031445143878865,31.208283560484613,0.3889483800151552
