ticker,current_price,forecast_price,prob_profit,expected_return,var_95,cvar_95
SOBO.TO,40.52000045776367,62.429000930099605,91.96,59.393430910935784,-7.904413929127435,-19.271873876480107
CSU.TO,4029.530029296875,5459.478926944454,89.64,40.38150768671227,-7.980592765393714,-17.563105004231364
DOL.TO,183.5800018310547,234.70507170497734,86.74,31.17117922276933,-10.790640165993365,-17.67272015406037
DFY.TO,70.58000183105469,88.92716430270073,84.61999999999999,29.401364322679658,-13.408966385792713,-20.6290716538672
SHOP.TO,224.88999938964844,330.58070839539573,75.06,69.31957666670021,-40.587760548694405,-52.14059094358375
