Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-10-09 00:00:00-04:00,2.5062432042442806,2.510361825517738,2.483590296250174,2.493886947631836,75000,0.0,0.0
2003-10-10 00:00:00-04:00,2.510361560262904,2.510361560262904,2.493886684117803,2.504183530807495,81900,0.0,0.0
2003-10-14 00:00:00-04:00,2.50830340385437,2.51448143591028,2.4918285207745465,2.50830340385437,224400,0.0,0.0
2003-10-15 00:00:00-04:00,2.5124210801561073,2.5185991098851432,2.4918275822606453,2.510361671447754,73000,0.0,0.0
2003-10-16 00:00:00-04:00,2.510361560262904,2.512420968880045,2.498005501352086,2.504183530807495,62200,0.0,0.0
2003-10-17 00:00:00-04:00,2.4980073220293795,2.5206602441405135,2.4980073220293795,2.512422800064087,508100,0.0,0.0
2003-10-20 00:00:00-04:00,2.5124194765378296,2.5350725650787354,2.5083008581459643,2.5350725650787354,393400,0.0,0.0
2003-10-21 00:00:00-04:00,2.5227163171113416,2.543309998258365,2.518597502323577,2.5350725650787354,208200,0.0,0.0
2003-10-22 00:00:00-04:00,2.530954174490566,2.5330135822296143,2.512419897630994,2.5330135822296143,377900,0.0,0.0
2003-10-23 00:00:00-04:00,2.514481090129253,2.5330153801443203,2.50624364972212,2.5268373489379883,612800,0.0,0.0
2003-10-24 00:00:00-04:00,2.5309557914733887,2.541252640351173,2.5124215027725882,2.5309557914733887,378100,0.0,0.0
2003-10-27 00:00:00-05:00,2.5309555268478565,2.561845873855394,2.5309555268478565,2.541252374649048,105500,0.0,0.0
2003-10-28 00:00:00-05:00,2.5433125285885154,2.582440326020851,2.5433125285885154,2.555668592453003,129400,0.0,0.0
2003-10-29 00:00:00-05:00,2.5815489177895823,2.6152121140017615,2.5815489177895823,2.611004114151001,79700,0.263,0.0
2003-10-30 00:00:00-05:00,2.608898537181466,2.61521053314209,2.589963151244659,2.61521053314209,108800,0.0,0.0
2003-10-31 00:00:00-05:00,2.6194175208838915,2.6404570996252454,2.6088977315132147,2.6236255168914795,91200,0.0,0.0
2003-11-03 00:00:00-05:00,2.604689346179616,2.604689346179616,2.5773379802703857,2.5773379802703857,147800,0.0,0.0
2003-11-04 00:00:00-05:00,2.5794419777976145,2.5983775542461776,2.571026188336947,2.5773379802703857,507300,0.0,0.0
2003-11-05 00:00:00-05:00,2.5689231893240354,2.577338982055836,2.547883607170372,2.566819190979004,413600,0.0,0.0
2003-11-06 00:00:00-05:00,2.5710272789001465,2.573131076671504,2.5562994906106464,2.5710272789001465,157100,0.0,0.0
2003-11-07 00:00:00-05:00,2.5752349837108044,2.5752349837108044,2.5499876055154034,2.566819190979004,103200,0.0,0.0
2003-11-10 00:00:00-05:00,2.566818898620334,2.566818898620334,2.556299108741698,2.5626111030578613,278700,0.0,0.0
2003-11-11 00:00:00-05:00,2.558403398247204,2.571027187669067,2.5562993999021724,2.566819190979004,97100,0.0,0.0
2003-11-12 00:00:00-05:00,2.564714195755261,2.5794419777976145,2.560506401349051,2.5773379802703857,283200,0.0,0.0
