Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-01-12 00:00:00-05:00,1.0155727411985527,1.0155727411985527,0.9838361965775424,0.9944150447845459,191078,0.0,0.0
1995-01-13 00:00:00-05:00,0.9838370860098568,0.999916672706604,0.9838370860098568,0.999916672706604,416491,0.0,0.0
1995-01-16 00:00:00-05:00,0.9838364712677994,1.0155730247497559,0.9838364712677994,1.0155730247497559,173165,0.0,0.0
1995-01-17 00:00:00-05:00,1.004994511604309,1.0104952389433033,1.004994511604309,1.004994511604309,292589,0.0,0.0
1995-01-18 00:00:00-05:00,1.004994511604309,1.004994511604309,1.004994511604309,1.004994511604309,447840,0.0,0.0
1995-01-19 00:00:00-05:00,1.004994511604309,1.004994511604309,1.004994511604309,1.004994511604309,1727170,0.0,0.0
1995-01-20 00:00:00-05:00,0.994415656885614,1.004994511604309,0.994415656885614,1.004994511604309,223920,0.0,0.0
1995-01-23 00:00:00-05:00,0.9944155113372123,0.9944155113372123,0.9893373847007751,0.9893373847007751,188093,0.0,0.0
1995-01-24 00:00:00-05:00,0.9893373847007751,0.9893373847007751,0.9893373847007751,0.9893373847007751,17914,0.0,0.0
1995-01-25 00:00:00-05:00,0.9944150447845459,0.9944150447845459,0.9944150447845459,0.9944150447845459,4478,0.0,0.0
1995-01-26 00:00:00-05:00,1.0049951701642383,1.0155740318151205,1.0049951701642383,1.010495901107788,95539,0.0,0.0
1995-01-27 00:00:00-05:00,1.0155733663230044,1.0155733663230044,1.004994511604309,1.004994511604309,355286,0.0,0.0
1995-01-30 00:00:00-05:00,0.999916672706604,0.999916672706604,0.999916672706604,0.999916672706604,98525,0.0,0.0
1995-01-31 00:00:00-05:00,0.9999160479173564,1.0155730247497559,0.9999160479173564,1.0155730247497559,155251,0.0,0.0
1995-02-01 00:00:00-05:00,0.999916384224608,1.004994511604309,0.999916384224608,1.004994511604309,309010,0.0,0.0
1995-02-02 00:00:00-05:00,1.0049941735891037,1.0155730247497559,0.9999160479173564,1.0155730247497559,609062,0.0,0.0
1995-02-03 00:00:00-05:00,1.0155730247497559,1.0155730247497559,1.0155730247497559,1.0155730247497559,613541,0.0,0.0
1995-02-06 00:00:00-05:00,1.0155730247497559,1.0155730247497559,1.0155730247497559,1.0155730247497559,435898,0.0,0.0
1995-02-07 00:00:00-05:00,1.0210741758346558,1.0210741758346558,1.0210741758346558,1.0210741758346558,98525,0.0,0.0
1995-02-08 00:00:00-05:00,1.026152504699838,1.0367313623428345,1.026152504699838,1.0367313623428345,56726,0.0,0.0
1995-02-09 00:00:00-05:00,1.0316530466079712,1.0316530466079712,1.0316530466079712,1.0316530466079712,73147,0.0,0.0
1995-02-10 00:00:00-05:00,1.0367313623428345,1.0367313623428345,1.0367313623428345,1.0367313623428345,174658,0.0,0.0
1995-02-13 00:00:00-05:00,1.0316530676173186,1.0422319173812866,1.0316530676173186,1.0422319173812866,355286,0.0,0.0
1995-02-14 00:00:00-05:00,1.0422319173812866,1.0422319173812866,1.0422319173812866,1.0422319173812866,1337549,0.0,0.0
1995-02-15 00:00:00-05:00,1.0422327066925368,1.04731023311615,1.0422327066925368,1.04731023311615,346330,0.0,0.0
1995-02-16 00:00:00-05:00,1.0528109842178504,1.0578885078430176,1.0528109842178504,1.0578885078430176,1203197,0.0,0.0
1995-02-17 00:00:00-05:00,1.0578887899710512,1.0578887899710512,1.0528112649917603,1.0528112649917603,92554,0.0,0.0
1995-02-20 00:00:00-05:00,1.0473099352046233,1.0528112649917603,1.0473099352046233,1.0528112649917603,104496,0.0,0.0
1995-02-21 00:00:00-05:00,1.04731023311615,1.0578890908917755,1.04731023311615,1.04731023311615,22392,0.0,0.0
1995-02-22 00:00:00-05:00,1.047310219985831,1.047310219985831,1.031653835982879,1.0367313623428345,64190,0.0,0.0
1995-02-23 00:00:00-05:00,1.036730803952705,1.0578885078430176,1.036730803952705,1.0578885078430176,432912,0.0,0.0
1995-02-24 00:00:00-05:00,1.0684674978256226,1.0684674978256226,1.0633899735444798,1.0684674978256226,73147,0.0,0.0
1995-02-27 00:00:00-05:00,1.0684677511970375,1.0845479373527933,1.0684677511970375,1.079046607017517,58219,0.0,0.0
1995-02-28 00:00:00-05:00,1.0790467398771015,1.089625597000122,1.0790467398771015,1.089625597000122,88075,0.0,0.0
1995-03-01 00:00:00-05:00,1.0896258815853812,1.0896258815853812,1.0845483541488647,1.0845483541488647,183614,0.0,0.0
1995-03-02 00:00:00-05:00,1.0790470216994055,1.0896258815853812,1.0790470216994055,1.0845483541488647,800141,0.0,0.0
1995-03-03 00:00:00-05:00,1.0790467398771015,1.089625597000122,1.0790467398771015,1.089625597000122,612048,0.0,0.0
1995-03-06 00:00:00-05:00,1.089625597000122,1.089625597000122,1.0845480708897393,1.089625597000122,231384,0.0,0.0
1995-03-07 00:00:00-05:00,1.0896251263714536,1.0896251263714536,1.0578885687099817,1.0633898973464966,94046,0.0,0.0
1995-03-08 00:00:00-05:00,1.0578885687099817,1.0633898973464966,1.0578885687099817,1.0633898973464966,450826,0.0,0.0
1995-03-09 00:00:00-05:00,1.0608435398671519,1.0663602352142334,1.055751833041388,1.0663602352142334,1274851,0.004689,0.0
1995-03-10 00:00:00-05:00,1.055751833041388,1.0714519420399973,1.055751833041388,1.0663602352142334,198542,0.0,0.0
1995-03-13 00:00:00-05:00,1.060843618638262,1.071452021598816,1.060843618638262,1.071452021598816,10450,0.0,0.0
1995-03-14 00:00:00-05:00,1.0714516283609452,1.0714516283609452,1.0608432292938232,1.0608432292938232,153758,0.0,0.0
1995-03-15 00:00:00-05:00,1.0502348302267015,1.066359923025833,1.0502348302267015,1.0608432292938232,758342,0.0,0.0
1995-03-16 00:00:00-05:00,1.0663603227904734,1.0663603227904734,1.055751919746399,1.055751919746399,1216632,0.0,0.0
1995-03-17 00:00:00-05:00,1.060843626990326,1.0663603227904734,1.055751919746399,1.055751919746399,38813,0.0,0.0
1995-03-20 00:00:00-05:00,1.0557515239587112,1.066359923025833,1.0557515239587112,1.0608432292938232,162715,0.0,0.0
1995-03-21 00:00:00-05:00,1.0608432292938232,1.0714516283609452,1.0608432292938232,1.0608432292938232,2195909,0.0,0.0
1995-03-22 00:00:00-05:00,1.0608432292938232,1.066359923025833,1.0608432292938232,1.0608432292938232,679224,0.0,0.0
1995-03-23 00:00:00-05:00,1.066359923025833,1.066359923025833,1.0608432292938232,1.0608432292938232,549350,0.0,0.0
1995-03-24 00:00:00-05:00,1.0608432292938232,1.0608432292938232,1.0608432292938232,1.0608432292938232,850896,0.0,0.0
1995-03-27 00:00:00-05:00,1.0502351597200257,1.0502351597200257,1.0345350503921509,1.0345350503921509,453811,0.0,0.0
1995-03-28 00:00:00-05:00,1.0451435167023246,1.055751919746399,1.0451435167023246,1.055751919746399,79118,0.0,0.0
1995-03-29 00:00:00-05:00,1.0451431248915892,1.0608432292938232,1.0451431248915892,1.0608432292938232,1327099,0.0,0.0
1995-03-30 00:00:00-05:00,1.060843618638262,1.071452021598816,1.060843618638262,1.071452021598816,1652530,0.0,0.0
1995-03-31 00:00:00-05:00,1.0502355058070656,1.092669129371643,1.0502355058070656,1.092669129371643,47770,0.0,0.0
1995-04-03 00:00:00-04:00,1.0926688595474399,1.0926688595474399,1.0608436497329403,1.08206045627594,168686,0.0,0.0
1995-04-04 00:00:00-04:00,1.071452021598816,1.071452021598816,1.060843618638262,1.071452021598816,647875,0.0,0.0
1995-04-05 00:00:00-04:00,1.071452021598816,1.07696871735553,1.071452021598816,1.071452021598816,62698,0.0,0.0
1995-04-06 00:00:00-04:00,1.071452021598816,1.07696871735553,1.066360314394976,1.071452021598816,128381,0.0,0.0
1995-04-07 00:00:00-04:00,1.0608429847627145,1.0769680738449097,1.055751280601273,1.0769680738449097,480682,0.0,0.0
1995-04-10 00:00:00-04:00,1.066360314394976,1.071452021598816,1.060843618638262,1.071452021598816,320952,0.0,0.0
1995-04-11 00:00:00-04:00,1.0663603456513557,1.08206045627594,1.0608436497329403,1.08206045627594,537408,0.0,0.0
1995-04-12 00:00:00-04:00,1.08206042455937,1.08206042455937,1.071452021598816,1.071452021598816,214963,0.0,0.0
1995-04-13 00:00:00-04:00,1.0769687489228557,1.08206045627594,1.07145205300444,1.08206045627594,1825694,0.0,0.0
1995-04-17 00:00:00-04:00,1.07145205300444,1.08206045627594,1.07145205300444,1.08206045627594,110467,0.0,0.0
1995-04-18 00:00:00-04:00,1.08206045627594,1.08206045627594,1.07145205300444,1.08206045627594,167194,0.0,0.0
1995-04-19 00:00:00-04:00,1.0769680738449097,1.0769680738449097,1.0769680738449097,1.0769680738449097,1493,0.0,0.0
1995-04-20 00:00:00-04:00,1.0769680738449097,1.0769680738449097,1.071451381384533,1.0769680738449097,103003,0.0,0.0
1995-04-21 00:00:00-04:00,1.087577120316084,1.087577120316084,1.071452021598816,1.071452021598816,35827,0.0,0.0
1995-04-24 00:00:00-04:00,1.08206045627594,1.0875771521943556,1.08206045627594,1.08206045627594,37320,0.0,0.0
1995-04-25 00:00:00-04:00,1.0820607234804986,1.092669129371643,1.0820607234804986,1.092669129371643,49262,0.0,0.0
1995-04-26 00:00:00-04:00,1.0875771199230557,1.1138862371444702,1.0875771199230557,1.1138862371444702,152266,0.0,0.0
1995-04-27 00:00:00-04:00,1.1194017755903845,1.1194017755903845,1.1087933778762817,1.1087933778762817,168686,0.0,0.0
1995-04-28 00:00:00-04:00,1.113886553801564,1.1194026470184326,1.108794241045941,1.1194026470184326,101510,0.0,0.0
1995-05-01 00:00:00-04:00,1.1087939258364965,1.1138862371444702,1.1087939258364965,1.1138862371444702,25378,0.0,0.0
1995-05-02 00:00:00-04:00,1.1194020043616346,1.1244943141937256,1.1194020043616346,1.1244943141937256,135845,0.0,0.0
1995-05-03 00:00:00-04:00,1.119402085002753,1.1300104856491089,1.119402085002753,1.1300104856491089,194064,0.0,0.0
1995-05-04 00:00:00-04:00,1.1244943141937256,1.1244943141937256,1.1244943141937256,1.1244943141937256,19406,0.0,0.0
1995-05-05 00:00:00-04:00,1.1244946401011906,1.1244946401011906,1.1138862371444702,1.1138862371444702,443362,0.0,0.0
1995-05-08 00:00:00-04:00,1.1138862371444702,1.1138862371444702,1.1138862371444702,1.1138862371444702,58219,0.0,0.0
1995-05-09 00:00:00-04:00,1.1138865452600728,1.1138865452600728,1.092669129371643,1.092669129371643,44784,0.0,0.0
1995-05-10 00:00:00-04:00,1.1032765712499883,1.1032765712499883,1.0769680738449097,1.0769680738449097,786706,0.0,0.0
1995-05-11 00:00:00-04:00,1.0875771521943556,1.0875771521943556,1.08206045627594,1.08206045627594,240341,0.0,0.0
1995-05-12 00:00:00-04:00,1.08206100191467,1.0875777006149292,1.08206100191467,1.0875777006149292,11942,0.0,0.0
1995-05-15 00:00:00-04:00,1.0875777006149292,1.0875777006149292,1.0875777006149292,1.0875777006149292,7464,0.0,0.0
1995-05-16 00:00:00-04:00,1.0875777006149292,1.0875777006149292,1.0875777006149292,1.0875777006149292,68669,0.0,0.0
1995-05-17 00:00:00-04:00,1.0926687247982259,1.098185420036316,1.0926687247982259,1.098185420036316,56726,0.0,0.0
1995-05-18 00:00:00-04:00,1.092668567565586,1.1032769680023193,1.092668567565586,1.1032769680023193,120917,0.0,0.0
1995-05-19 00:00:00-04:00,1.0981858266523543,1.0981858266523543,1.092669129371643,1.092669129371643,91061,0.0,0.0
1995-05-23 00:00:00-04:00,1.0981852620098358,1.1032769680023193,1.092668567565586,1.1032769680023193,192571,0.0,0.0
1995-05-24 00:00:00-04:00,1.1032769680023193,1.1138859725448829,1.1032769680023193,1.1032769680023193,425448,0.0,0.0
1995-05-25 00:00:00-04:00,1.108793662446569,1.108793662446569,1.1032769680023193,1.1032769680023193,28363,0.0,0.0
1995-05-26 00:00:00-04:00,1.0981852620098358,1.1032769680023193,1.092668567565586,1.1032769680023193,64190,0.0,0.0
1995-05-29 00:00:00-04:00,1.1087933778762817,1.1087933778762817,1.1087933778762817,1.1087933778762817,37320,0.0,0.0
1995-05-30 00:00:00-04:00,1.1087939258364965,1.1138862371444702,1.1087939258364965,1.1138862371444702,95539,0.0,0.0
1995-05-31 00:00:00-04:00,1.1138859143115931,1.1244943141937256,1.1138859143115931,1.1244943141937256,844925,0.0,0.0
1995-06-01 00:00:00-04:00,1.1244949597740557,1.1244949597740557,1.1194026470184326,1.1194026470184326,28363,0.0,0.0
1995-06-02 00:00:00-04:00,1.1244943141937256,1.135102714075858,1.1244943141937256,1.1244943141937256,238848,0.0,0.0
1995-06-05 00:00:00-04:00,1.1244943141937256,1.1300104042437669,1.1194020043616346,1.1244943141937256,286618,0.0,0.0
1995-06-06 00:00:00-04:00,1.1244943141937256,1.135102714075858,1.1244943141937256,1.1244943141937256,26870,0.0,0.0
1995-06-07 00:00:00-04:00,1.1351031064987183,1.1457115100483413,1.1300107949061355,1.1351031064987183,83597,0.0,0.0
1995-06-08 00:00:00-04:00,1.135102829714241,1.145711230677102,1.135102829714241,1.140618920326233,82104,0.0,0.0
1995-06-09 00:00:00-04:00,1.1351031064987183,1.1457115100483413,1.1351031064987183,1.1351031064987183,119424,0.0,0.0
1995-06-12 00:00:00-04:00,1.1351031373380027,1.1457115411758423,1.1351031373380027,1.1457115411758423,122410,0.0,0.0
1995-06-13 00:00:00-04:00,1.1546484033621973,1.1652883291244507,1.1546484033621973,1.1652883291244507,62698,0.005359,0.0
1995-06-14 00:00:00-04:00,1.1703957319259644,1.1759282144174443,1.1703957319259644,1.1703957319259644,689674,0.0,0.0
1995-06-15 00:00:00-04:00,1.1759286698101645,1.1916760442092136,1.1759286698101645,1.181036114692688,618019,0.0,0.0
1995-06-16 00:00:00-04:00,1.1810359199389646,1.1810359199389646,1.154648620374676,1.159756064414978,32842,0.0,0.0
1995-06-19 00:00:00-04:00,1.1759284758986626,1.1759284758986626,1.159756064414978,1.159756064414978,38813,0.0,0.0
1995-06-20 00:00:00-04:00,1.1652882890213612,1.1759282144174443,1.1597558065298812,1.1703957319259644,88075,0.0,0.0
1995-06-21 00:00:00-04:00,1.1703962270591903,1.1810361569564694,1.1703962270591903,1.1759287118911743,301546,0.0,0.0
1995-06-22 00:00:00-04:00,1.1759287118911743,1.1810361569564694,1.1759287118911743,1.1759287118911743,64190,0.0,0.0
1995-06-23 00:00:00-04:00,1.1759286698101645,1.181036114692688,1.1759286698101645,1.181036114692688,95539,0.0,0.0
1995-06-26 00:00:00-04:00,1.1703961851761624,1.181036114692688,1.1703961851761624,1.181036114692688,35827,0.0,0.0
1995-06-27 00:00:00-04:00,1.1703960858336275,1.1865684986114502,1.1703960858336275,1.1865684986114502,186600,0.0,0.0
1995-06-28 00:00:00-04:00,1.181036014447042,1.1916759430604567,1.181036014447042,1.1865684986114502,20899,0.0,0.0
1995-06-29 00:00:00-04:00,1.181036114692688,1.1916760442092136,1.181036114692688,1.181036114692688,38813,0.0,0.0
1995-06-30 00:00:00-04:00,1.1916760442092136,1.1916760442092136,1.181036114692688,1.181036114692688,58219,0.0,0.0
1995-07-04 00:00:00-04:00,1.1703963961715151,1.1916762590408325,1.1703963961715151,1.1916762590408325,61205,0.0,0.0
1995-07-05 00:00:00-04:00,1.1810363276061737,1.1916762590408325,1.1810363276061737,1.1916762590408325,38813,0.0,0.0
1995-07-06 00:00:00-04:00,1.1916756831646227,1.2023156094575465,1.1916756831646227,1.1972081661224365,210485,0.0,0.0
1995-07-07 00:00:00-04:00,1.2078480924153603,1.2078480924153603,1.1972081661224365,1.1972081661224365,34334,0.0,0.0
1995-07-10 00:00:00-04:00,1.212956325884852,1.2184888124465942,1.212956325884852,1.2184888124465942,83597,0.0,0.0
1995-07-11 00:00:00-04:00,1.2184888124465942,1.2235962591087566,1.212956325884852,1.2184888124465942,211978,0.0,0.0
1995-07-12 00:00:00-04:00,1.212956190109253,1.2235961221421474,1.212956190109253,1.212956190109253,173165,0.0,0.0
1995-07-13 00:00:00-04:00,1.223596215248108,1.223596215248108,1.212956282405599,1.223596215248108,243326,0.0,0.0
1995-07-14 00:00:00-04:00,1.2184888124465942,1.2184888124465942,1.2078488792226896,1.2184888124465942,22392,0.0,0.0
1995-07-17 00:00:00-04:00,1.2023158073425293,1.2129557353866418,1.2023158073425293,1.2023158073425293,26870,0.0,0.0
1995-07-18 00:00:00-04:00,1.1865685993266901,1.1972085288432157,1.1759286698101645,1.181036114692688,67176,0.0,0.0
1995-07-19 00:00:00-04:00,1.1703964047208548,1.1703964047208548,1.127836678671336,1.1384766101837158,1028539,0.0,0.0
1995-07-20 00:00:00-04:00,1.1120892685494363,1.1384765766372504,1.1065561771392822,1.1065561771392822,52248,0.0,0.0
1995-07-21 00:00:00-04:00,1.1120888775928675,1.1227288050512467,1.1120888775928675,1.1171963214874268,164208,0.0,0.0
1995-07-24 00:00:00-04:00,1.1227287419479117,1.149116039276123,1.1227287419479117,1.149116039276123,61205,0.0,0.0
1995-07-25 00:00:00-04:00,1.159755966136482,1.159755966136482,1.149116039276123,1.149116039276123,164208,0.0,0.0
1995-07-26 00:00:00-04:00,1.1597565847825688,1.1597565847825688,1.1384767197105854,1.1546491384506226,114946,0.0,0.0
1995-07-27 00:00:00-04:00,1.202315549491585,1.202315549491585,1.1652883291244507,1.1652883291244507,37320,0.0,0.0
1995-07-28 00:00:00-04:00,1.1916762590408325,1.1916762590408325,1.1597564647368566,1.1916762590408325,25378,0.0,0.0
1995-07-31 00:00:00-04:00,1.1597558464425717,1.1810356979670782,1.1597558464425717,1.1652883291244507,41798,0.0,0.0
1995-08-01 00:00:00-04:00,1.149116652246577,1.1546491384506226,1.149116652246577,1.1546491384506226,256762,0.0,0.0
1995-08-02 00:00:00-04:00,1.1546491384506226,1.1597565847825688,1.149116652246577,1.1546491384506226,70162,0.0,0.0
1995-08-03 00:00:00-04:00,1.1703959921769713,1.1703959921769713,1.159756064414978,1.159756064414978,237355,0.0,0.0
1995-08-04 00:00:00-04:00,1.159755966136482,1.159755966136482,1.1440085956686292,1.149116039276123,82104,0.0,0.0
1995-08-08 00:00:00-04:00,1.1384761124157643,1.149116039276123,1.1384761124157643,1.149116039276123,4478,0.0,0.0
1995-08-09 00:00:00-04:00,1.1491158811337983,1.1703957319259644,1.1491158811337983,1.1703957319259644,23885,0.0,0.0
1995-08-10 00:00:00-04:00,1.1703957319259644,1.1703957319259644,1.1703957319259644,1.1703957319259644,0,0.0,0.0
1995-08-11 00:00:00-04:00,1.1759284758986626,1.1759284758986626,1.159756064414978,1.159756064414978,23885,0.0,0.0
1995-08-14 00:00:00-04:00,1.1491162000057833,1.1597561283543747,1.144008755683899,1.144008755683899,31349,0.0,0.0
1995-08-15 00:00:00-04:00,1.1440086579849802,1.1440086579849802,1.1278362469908139,1.133368730545044,89568,0.0,0.0
1995-08-16 00:00:00-04:00,1.1333689517440624,1.181036114692688,1.1333689517440624,1.181036114692688,85090,0.0,0.0
1995-08-17 00:00:00-04:00,1.159756064414978,1.159756064414978,1.159756064414978,1.159756064414978,4478,0.0,0.0
1995-08-18 00:00:00-04:00,1.1597558065298812,1.1703957319259644,1.1597558065298812,1.1703957319259644,10450,0.0,0.0
1995-08-21 00:00:00-04:00,1.1916762511396382,1.2078486680984497,1.1865688053702246,1.2078486680984497,50755,0.0,0.0
1995-08-22 00:00:00-04:00,1.202316190475491,1.202316190475491,1.1810363276061737,1.1916762590408325,271690,0.0,0.0
1995-08-23 00:00:00-04:00,1.1759282144174443,1.1759282144174443,1.1597558065298812,1.1703957319259644,7104235,0.0,0.0
1995-08-24 00:00:00-04:00,1.1597562556596368,1.181036114692688,1.1597562556596368,1.181036114692688,35827,0.0,0.0
1995-08-25 00:00:00-04:00,1.1652886413846208,1.1865684986114502,1.1491162286067982,1.1865684986114502,615034,0.0,0.0
1995-08-28 00:00:00-04:00,1.1865685993266901,1.1916760442092136,1.165288740293639,1.181036114692688,52248,0.0,0.0
1995-08-29 00:00:00-04:00,1.1652885481366693,1.1703959921769713,1.159756064414978,1.159756064414978,519494,0.0,0.0
1995-08-30 00:00:00-04:00,1.1703957319259644,1.1703957319259644,1.1703957319259644,1.1703957319259644,14928,0.0,0.0
1995-08-31 00:00:00-04:00,1.1703957319259644,1.1703957319259644,1.1597558065298812,1.1703957319259644,40306,0.0,0.0
1995-09-01 00:00:00-04:00,1.159756064414978,1.159756064414978,1.159756064414978,1.159756064414978,165701,0.0,0.0
1995-09-05 00:00:00-04:00,1.1703959921769713,1.1703959921769713,1.159756064414978,1.159756064414978,40306,0.0,0.0
1995-09-06 00:00:00-04:00,1.1652882890213612,1.1703957319259644,1.1546483636252782,1.1703957319259644,316474,0.0,0.0
1995-09-07 00:00:00-04:00,1.154648620374676,1.1703959921769713,1.154648620374676,1.159756064414978,61205,0.0,0.0
1995-09-08 00:00:00-04:00,1.159756064414978,1.159756064414978,1.159756064414978,1.159756064414978,0,0.0,0.0
1995-09-11 00:00:00-04:00,1.1546485225289882,1.159755966136482,1.149116039276123,1.149116039276123,147787,0.0,0.0
1995-09-12 00:00:00-04:00,1.159756064414978,1.1703959921769713,1.159756064414978,1.159756064414978,128381,0.0,0.0
1995-09-13 00:00:00-04:00,1.1525001525878906,1.1525001525878906,1.1525001525878906,1.1525001525878906,32842,0.005359,0.0
1995-09-14 00:00:00-04:00,1.147377190449085,1.147377190449085,1.1311571598052979,1.1311571598052979,122410,0.0,0.0
1995-09-15 00:00:00-04:00,1.1204859031085883,1.1524996731987172,1.1204859031085883,1.1311571598052979,149280,0.0,0.0
1995-09-18 00:00:00-04:00,1.1367064065720478,1.1525001525878906,1.1367064065720478,1.1525001525878906,226906,0.0,0.0
1995-09-19 00:00:00-04:00,1.141828949177994,1.1580489873886108,1.141828949177994,1.1580489873886108,65683,0.0,0.0
