Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-10-09 00:00:00-04:00,1.461397217486289,1.461397217486289,1.4421683549880981,1.4421683549880981,38000,0.0,0.0
2003-10-10 00:00:00-04:00,1.4421685585897988,1.461397423802672,1.4421685585897988,1.45498788356781,31000,0.0,0.0
2003-10-14 00:00:00-04:00,1.4549880703376084,1.4742169380187986,1.4549880703376084,1.4742169380187988,52000,0.0,0.0
2003-10-15 00:00:00-04:00,1.472934444001329,1.4998549222946167,1.4588332876587933,1.4998549222946167,72200,0.0,0.0
2003-10-16 00:00:00-04:00,1.4870357225979793,1.5062645832699928,1.4870357225979793,1.4998549222946167,118000,0.0,0.0
2003-10-17 00:00:00-04:00,1.4998541942553605,1.5126735099835311,1.4998541942553605,1.5062638521194458,49800,0.0,0.0
2003-10-20 00:00:00-04:00,1.5126741612452521,1.5242115259170532,1.5062645006215727,1.5242115259170532,54200,0.0,0.0
2003-10-21 00:00:00-04:00,1.5242118009282009,1.5306213404542355,1.519084095954895,1.519084095954895,214800,0.0,0.0
2003-10-22 00:00:00-04:00,1.525493367832572,1.5319030284881592,1.525493367832572,1.5319030284881592,94600,0.0,0.0
2003-10-23 00:00:00-04:00,1.5319032972610942,1.5383129590412588,1.4870359093082022,1.519084095954895,115600,0.0,0.0
2003-10-24 00:00:00-04:00,1.5190847946080164,1.5254943370819094,1.512675129879937,1.5254943370819092,57400,0.0,0.0
2003-10-27 00:00:00-05:00,1.5126749471697056,1.5319038167771752,1.5126749471697056,1.513956904411316,45200,0.0,0.0
2003-10-28 00:00:00-05:00,1.525493367832572,1.5319030284881592,1.5126741687755059,1.5319030284881592,59200,0.0,0.0
2003-10-29 00:00:00-05:00,1.5191146029485934,1.5501169116147548,1.5191146029485934,1.53074049949646,35000,0.0455,0.0
2003-10-30 00:00:00-05:00,1.5372004508972168,1.543659301166665,1.5372004508972168,1.5372004508972168,12800,0.0,0.0
2003-10-31 00:00:00-05:00,1.5397833770805216,1.5436586362961453,1.5242822170257568,1.5242822170257568,24000,0.0,0.0
2003-11-03 00:00:00-05:00,1.5113644211755382,1.5113644211755382,1.5087809562683105,1.5087809562683105,19400,0.0,0.0
2003-11-04 00:00:00-05:00,1.4984466940522936,1.5100724697113037,1.4984466940522936,1.5100724697113037,4200,0.0,0.0
2003-11-05 00:00:00-05:00,1.5113647535558128,1.5113647535558128,1.485529482840522,1.4984471797943115,48200,0.0,0.0
2003-11-06 00:00:00-05:00,1.4984467388808682,1.5100725148876832,1.497154944927138,1.5049054622650146,37600,0.0,0.0
