Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2024-11-12 00:00:00-05:00,37.400001525878906,37.43000030517578,35.90999984741211,35.9900016784668,310478,0.0,0.0
2025-03-07 00:00:00-05:00,,,,,0,0.142503,0.0
