ticker,sector,sharpe_ratio,annual_return,annual_volatility,beta,max_drawdown
WSP.TO,Industrial,0.8046172386024706,23.55013169252859,23.676017339146902,0.8947905933282655,-37.10960727058599
DOL.TO,Consumer,1.0434802074858935,28.397484763218152,22.901713508103327,0.5190098993389847,-45.06687202871832
SHOP.TO,Technology,0.9247921933602586,58.10554611081253,57.96496390830816,1.6062734944441281,-83.47057237538868
RY.TO,Financial,0.5857817561157617,17.076522339677165,21.469638151707482,0.8614088836173209,-54.027993870731784
H.TO,Utilities,0.5353572384653387,13.090519471116671,16.04633103634193,0.447085326087692,-27.67968621256367
FNV.TO,Materials,0.5603112038091181,24.241638999298427,35.23334687061484,0.6339009351043431,-47.77328260619053
PPL.TO,Energy,0.49613278025234653,18.3275975458733,27.870759797085388,0.9042650007872848,-68.76034077716938
BCE.TO,Telecom,0.3706897490044636,13.122703783100583,23.261241526796997,0.6178201563393795,-50.01189514382172
